house,entropy,Information gain
151305,0.01718465196092704,1.5612430048772552e-7
151805,0.02436999105025835,5.5450060396644574e-5
152305,0.034443461515749264,3.936767378676098e-5
152805,0.046983641949233435,1.6123874397311333e-5
153305,0.05148746859284378,8.954065887190055e-6
153805,0.06165946253015625,2.3639777524953054e-5
154305,0.06448924781053549,7.566723571983403e-5
154805,0.07280061053393987,2.0887515156942094e-5
155305,0.07954272181058006,3.793953584907417e-5
155805,0.0874376844864837,3.517250325657528e-5
156305,0.09640771675744966,1.7455752270079117e-5
156805,0.10267159309064697,3.119898879455629e-5
157305,0.11125901218143108,1.4635238538840412e-6
157805,0.11846422784277634,1.574436622397979e-5
158305,0.1231936518442098,1.5486565531519503e-5
158805,0.12670383685219483,6.829671506003443e-6
159305,0.13363394177677795,6.8480044284058295e-6
159805,0.14381745291318065,3.886570012268109e-5
160305,0.15157483995083698,2.465568537390883e-5
160805,0.15376647296393584,2.44857819979849e-5
161305,0.15703401622617105,2.27309959510702e-6
161805,0.16563492226334972,6.677942388888525e-5
162305,0.17303286680391802,4.8543433874614905e-5
162805,0.17928404524043626,2.2946799631884396e-5
163305,0.18340728824761754,7.3061024170595346e-6
163805,0.18749632159333618,7.362437055680182e-6
164305,0.19657630165783269,5.911124335278295e-5
164805,0.19956721182381967,7.449691874839015e-5
165305,0.20745919301791405,7.246249485981515e-5
165805,0.21233176686773014,5.625596481695361e-5
166305,0.21426826754827258,5.59424246138196e-5
166805,0.22003586150828525,8.583892206148747e-5
167305,0.224795309573188,6.86132131952899e-5
167805,0.2285730027450366,1.40235101028785e-4
168305,0.2332586924895365,1.595797767681706e-4
168805,0.24067400352725526,2.0193734666340557e-4
169305,0.2507120011111186,1.3008670414127455e-4
169805,0.25521647541170933,1.480204033116328e-4
170305,0.25790218406423804,2.1372734161706486e-4
170805,0.2650032760468498,2.086602806650184e-4
171305,0.2676438410278534,2.3098214620886903e-4
171805,0.2711460322864566,2.7983199276993e-4
172305,0.2780880673970991,2.2327299712876503e-4
172805,0.28324133877298074,2.1971724014990812e-4
173305,0.29004336584331525,3.158117312994646e-4
173805,0.2959321422523182,3.960795783114479e-4
174305,0.3017636861278352,4.190794042808754e-4
174805,0.3067176726908423,4.1251582636814277e-4
175305,0.3116314970724093,4.062465128747972e-4
175805,0.3148854694574442,4.633961569771028e-4
176305,0.3213418680408531,3.9451795033873527e-4
176805,0.3245447385098161,3.9083057478661587e-4
177305,0.3277310092024362,3.3289273882852743e-4
177805,0.33090088750496527,3.299863203986009e-4
178305,0.3348404906692946,3.525028672499708e-4
178805,0.3395351592311984,3.4803930848625875e-4
179305,0.3449677763646666,4.244305372966828e-4
179805,0.351118992570536,4.1743001372218647e-4
180305,0.3549329508659529,5.00445488210377e-4
180805,0.3594792240932677,4.943441867447662e-4
181305,0.3647418733969593,5.801705950317926e-4
181805,0.37292371483395226,5.366993172268852e-4
182305,0.3788080741800979,6.555828374700257e-4
182805,0.38100063130382805,6.854763118633311e-4
183305,0.38681049914745275,8.911025796340954e-4
183805,0.3932833941169413,9.92868603765018e-4
184305,0.3989820067139994,9.780375876192737e-4
184805,0.4032225578010158,9.673217586715355e-4
185305,0.40533223431545756,0.0010012784853423717
185805,0.4074349087563426,0.0011174339142016043
186305,0.4102276638139459,0.0010282435305974946
186805,0.41508556161349075,9.76821374511716e-4
187305,0.41784487321875563,0.001048035938730485
187805,0.4233277059472328,0.001033892436248962
188305,0.4280865616702899,0.0011410049554683166
188805,0.43078993624253337,0.001215892288388365
189305,0.4361622893635239,0.0010405293802743243
189805,0.44016182102047197,0.0011082635359708215
190305,0.4461140568716664,0.0012125254018344744
190805,0.4493967686130651,0.0013280080345934309
191305,0.4513582275202821,0.001364629709662779
191805,0.4546138240185429,0.0013972942840030367
192305,0.4604318175964577,0.001600567980775791
192805,0.46364093150814,0.0015432253120042372
193305,0.4668337322677176,0.0017634178220905516
193805,0.46937632595513523,0.0017529974425956052
194305,0.47505971150786075,0.001777450259672575
194805,0.47631570591652617,0.0018684939446254045
195305,0.47819497693359814,0.0019092562646172428
195805,0.4794446898784863,0.0019037973306194056
196305,0.4825580644170644,0.001939237580156794
196805,0.488738512769615,0.002010523948832499
197305,0.49180584403367034,0.001947746617823376
197805,0.4930285431883954,0.0018465879020863607
198305,0.49546672780642564,0.0018367162781329771
198805,0.49728908500988783,0.001782883303752203
199305,0.5045252195512137,0.0015783500137525053
199805,0.5081116634781936,0.0015665433626451675
200305,0.5128612357710383,0.0015512154522816513
200805,0.5163993977874834,0.0013771035812084609
201305,0.5175742473996879,0.0014539638982148384
201805,0.5205015096631214,0.0014860742349157574
202305,0.5234147674201236,0.0015183646514731475
202805,0.5263141237959432,0.001389332693902845
203305,0.5297751442074663,0.0015402272680622442
203805,0.5366382526156257,0.0016862063227519597
204305,0.5383418739883805,0.001555351940628169
204805,0.5417346728046559,0.0016275321722827307
205305,0.543985903671666,0.0017907271709799444
205805,0.5456687767023942,0.001741671492699215
206305,0.547905244256029,0.0018206846521102715
206805,0.5495770975003238,0.001771450727381274
207305,0.5534598784844805,0.001978554452501502
207805,0.5562177888160795,0.0018351730877658179
208305,0.5584148797461769,0.0017419478914620923
208805,0.5595103608872481,0.0017383709928056046
209305,0.5627846106831829,0.0017277828654214122
209805,0.5682013611677685,0.0019681357449479187
210305,0.5692787076015573,0.0019641809831082435
210805,0.5714274371914464,0.002045620367093104
211305,0.5735682488860951,0.002128352122695576
211805,0.5788858943890123,0.0021992898822718043
212305,0.5841548996910572,0.0019983490234740664
212805,0.5867713455236283,0.0021222724650442615
213305,0.587814576049882,0.0021182672012556303
213805,0.5914509007745268,0.0021494192588285
214305,0.5940340848673855,0.002184706530957148
214805,0.5971184046873688,0.0021727110767809643
215305,0.6012047173151163,0.0021570557373506993
215805,0.6052614336441172,0.0021417759308518525
216305,0.6062710194798956,0.002138013242013459
216805,0.6087869906218495,0.002173060688685391
217305,0.6137848887992572,0.0021544202746193175
217805,0.6152754647588784,0.0021051420770064055
218305,0.6182445244142953,0.0021820997200889813
218805,0.6216881658302322,0.0022135594829256755
219305,0.625597235392036,0.0024712423912548465
219805,0.6280261388242329,0.0025077671241189314
220305,0.6323707225239767,0.002443111708022805
220805,0.6352476435913501,0.00243139423504235
221305,0.6366802992629759,0.0023801110244157098
221805,0.6395340592216618,0.002459869574436002
222305,0.6451956946389038,0.0023471293133567883
222805,0.64800375038901,0.0022486852585784645
223305,0.6512607915097147,0.0024583925317014366
223805,0.6531128095612151,0.0025422515047608396
224305,0.6567970059345409,0.0025272403572310642
224805,0.6599991074106341,0.002292396407520547
225305,0.6627278466995907,0.0021971759477144026
225805,0.6663434550172302,0.0023564595895751994
226305,0.6690382318244247,0.002434414873277113
226805,0.6703802065414088,0.002385388289670276
227305,0.6757122400671436,0.0025426225311171446
227805,0.6787962644040428,0.0024861114164616005
228305,0.6801120885591359,0.0026155577092032978
228805,0.6822972955869238,0.002652262535424832
229305,0.684906671183868,0.0027333474271482583
229805,0.6857733539566856,0.0026382689688001504
230305,0.6862061138809749,0.0025914285064190246
230805,0.687502071758312,0.0024536856428939435
231305,0.6909409897040177,0.002617810654433228
231805,0.6917968764786149,0.0025255015182164
232305,0.6935040567456334,0.0025191169398008917
232805,0.6960533820109938,0.0025096612289090547
233305,0.69732291273314,0.0024615035778444705
233805,0.7006916792544601,0.0023641334790922564
234305,0.7040363536251811,0.0025240160242252507
234805,0.7077705069114998,0.002553947069171225
235305,0.7094204625066821,0.0024615825498722765
235805,0.7118842959452947,0.0025389577274732567
236305,0.7147420076360227,0.002317559808854841
236805,0.7159612385200493,0.0024389494196702666
237305,0.7175817622575337,0.0024334301551490745
237805,0.7191964538596187,0.0024279651995140483
238305,0.7204036558824446,0.002466099680486722
238805,0.7232077831232577,0.0024989087968945167
239305,0.7244041363935072,0.0024524938010792585
239805,0.7279737920441891,0.0026543387119273287
240305,0.7307301619373727,0.002776278593287107
240805,0.7338589646129219,0.0026763710836834598
241305,0.7361907080693066,0.0025816938149064717
241805,0.7381241429120167,0.0026177403730716087
242305,0.7404326898152449,0.002695906400647763
242805,0.7423468693794797,0.00282063799275567
243305,0.7434911975701917,0.0028607830850838623
243805,0.7438719451653042,0.002814819773640842
244305,0.7457704804693951,0.0026766640540712983
244805,0.7472830798655523,0.00267128301286923
245305,0.7495416331482767,0.0025782541982827256
245805,0.7514143095213953,0.0025300602948687967
246305,0.753278424745151,0.002482528759033764
246805,0.7543927964996244,0.0024379646858335713
247305,0.7551340075688038,0.0024356510679263144
247805,0.7577175432159776,0.0024684309933341586
248305,0.7610148644938222,0.002581909124398707
248805,0.7631979221016928,0.002743976681257032
249305,0.7653689094510547,0.002910408199675807
249805,0.766809551642031,0.00290499353115381
250305,0.7682448635988829,0.0028996288581466523
250805,0.7696748588558746,0.0028071872986491497
251305,0.7732266742876346,0.003058537499273317
251805,0.7763951396521734,0.00309110880064023
252305,0.7770956347422823,0.0030883472906012566
252805,0.7788411507350708,0.003126598361545163
253305,0.7812711799688439,0.003253743634255568
253805,0.7826526186400453,0.0034345851743398104
254305,0.7857419205718275,0.0033741287414167376
254805,0.7898204080060771,0.0033567772584459643
255305,0.7921782247415889,0.0035823752571838563
255805,0.794186778629709,0.0036694643431919305
256305,0.7955194599974562,0.003663288836724843
256805,0.79882900688291,0.003842909531414973
257305,0.7994871294533996,0.003839718497829381
257805,0.8001439930679233,0.003935667872446924
258305,0.8014539490599252,0.003929162178012424
258805,0.8030843374083467,0.003773547020553769
259305,0.805676701154523,0.003859098053942578
259805,0.807607888421824,0.003849861037959701
260305,0.809846818171456,0.004087419161839967
260805,0.8117538374946764,0.0042813475640659515
261305,0.8130190161420181,0.004378068143207292
261805,0.81459356935826,0.004526649116291859
262305,0.8158476885163011,0.00441463667536568
262805,0.8167850626588017,0.00446171774520665
263305,0.8183412414425324,0.004297705312227285
263805,0.8189615776523955,0.0042944250819030305
264305,0.8198897980878826,0.004340904110654797
264805,0.8220450095918924,0.004380966442467438
265305,0.823269889384429,0.004374406822950427
265805,0.8244899308643099,0.004471490142549106
266305,0.8278201769795026,0.004401703727797135
266805,0.8290221613140679,0.004293018906852186
267305,0.8296213557066863,0.0043921512998548184
267805,0.8314117619676913,0.004382723146620915
268305,0.8317091179194354,0.0044325704486125606
268805,0.8320061756633574,0.004379607779743777
269305,0.8334869963518331,0.004526608641484464
269805,0.8355476611088416,0.004463749096109915
270305,0.8378849291748804,0.004451401855552151
270805,0.8387565299352768,0.004498315908628037
271305,0.840203304005012,0.00454233286829453
271805,0.8413554287772653,0.004536177546117015
272305,0.8425028568967429,0.004530075770837305
272805,0.8442152119806514,0.0047295333118959615
273305,0.845634138340096,0.004669197082551868
273805,0.8467640314509017,0.004874342020400935
274305,0.8495684143103144,0.0049653573891021985
274805,0.8509597352038563,0.004903752626879032
275305,0.8531708265747677,0.0048911916565250735
275805,0.8542694564444486,0.0048849929183076846
276305,0.855908779328294,0.004982424031131472
276805,0.857266995579985,0.004921292311200087
277305,0.8588874149763084,0.005126883130313287
277805,0.8596937705851435,0.005176473075139576
278305,0.8610319982551435,0.005223056397332226
278805,0.8620974606182354,0.005000652107450376
279305,0.8628935759192753,0.004942916820533161
279805,0.8642147653325359,0.004882724458910914
280305,0.8652666229365616,0.0050897959934848025
280805,0.8673567863666847,0.0051856731167905235
281305,0.8686539843016141,0.005232366644609243
281805,0.8699441578579775,0.005279236059969161
282305,0.8722488143509504,0.005430134981204149
282805,0.8730120001620478,0.005480831933385888
283305,0.8742783969515571,0.005528600829093566
283805,0.8760396586270913,0.005462383650898905
284305,0.8767903169298992,0.00540280178741559
284805,0.8787798745962756,0.005390999888757686
285305,0.8807517335674103,0.005600094812020506
285805,0.8814866288612673,0.005540047886316568
286305,0.8831917512710551,0.0055851741443105896
286805,0.8853642819094952,0.005739436946014531
287305,0.8870386957440657,0.005452010735897517
287805,0.888226513263211,0.005499871364358477
288305,0.8886997320033372,0.00549709781022778
288805,0.8898780151627255,0.005545138687466755
289305,0.8912829861361435,0.005758902976024105
289805,0.8929097796028946,0.005582374943065238
290305,0.8947527411876097,0.005462174069236658
290805,0.896351167346672,0.005617310943088372
291305,0.8977107499817911,0.005609381244606526
291805,0.8995084909037241,0.00570934472491702
292305,0.9001782221568235,0.005650128357722828
292805,0.9015104633169775,0.005532873361355772
293305,0.90283309230474,0.0057452397535413535
293805,0.9039279544738981,0.005906261872544394
294305,0.9045816787959513,0.0057350177827579785
294805,0.9052330112952276,0.0057866835964095475
295305,0.9058819543393516,0.005838552617433823
295805,0.9071726814697931,0.006055933834433591
296305,0.9078144702286918,0.006108854397679386
296805,0.9090909097221919,0.005987652289155543
297305,0.9093027253326825,0.006042872213354089
297805,0.9107780512181485,0.0062046844985201854
298305,0.9128632884504352,0.0061916958921715
298805,0.9141018281245374,0.006184052726425415
299305,0.9149222810370885,0.006065503522295845
299805,0.9163480038742928,0.00600075660240873
300305,0.9167530024117233,0.006111114032131493
300805,0.9175598691623005,0.006219964178181381
301305,0.9185625897502874,0.006156973453032566
301805,0.9189618560004678,0.006268578572423911
302305,0.9195588051971619,0.006322281285423226
302805,0.9201534160389233,0.006376188809865013
303305,0.9209425966494915,0.006487104541392785
303805,0.9213356309720693,0.006601421937684537
304305,0.9215317594047043,0.006658935678875766
304805,0.9219232391925756,0.0066563822077621015
305305,0.9221185906993634,0.00659637257974921
305805,0.9227030925775636,0.006534185742932186
306305,0.9228974092405635,0.006474797681453204
306805,0.9238651162055624,0.006526847677332137
307305,0.9246346346284192,0.006406214721288439
307805,0.925017846420527,0.006519621146649279
308305,0.925590731491388,0.006691502757149248
308805,0.9259713673152377,0.006807270429554979
309305,0.9263509737747527,0.006686618377802267
309805,0.9267295514512914,0.006802300121215077
310305,0.9272954902645194,0.006739464627628866
310805,0.9276714985131491,0.0068555324536274664
311305,0.9278591175648386,0.0067949401211571114
311805,0.9278591175648386,0.0067949401211571114
312305,0.9286070282886799,0.006555471140752833
312805,0.9295361496886541,0.006607956175621599
313305,0.9299060058839723,0.006489574249388785
313805,0.9304588715423553,0.00654411461898019
314305,0.9308261703732198,0.006658356302126633
314805,0.9313752025981522,0.006831483710412867
315305,0.9317399475413808,0.006948077303741029
315805,0.9321036718958915,0.006945700986235259
316305,0.9326473460244871,0.006882632446423953
316805,0.9331887269083052,0.006938647687525057
317305,0.934085937259858,0.006873432738252472
317805,0.9344430410823386,0.006753140078250008
318305,0.9353313545334516,0.006572729189424642
318805,0.9363889560923307,0.006566460880621849
319305,0.9369143350609668,0.006505682713409566
319805,0.9372633215694084,0.006503657976986599
320305,0.9377849034266298,0.006558265570173916
320805,0.9381313601495669,0.006672211375111536
321305,0.9381313601495669,0.006672211375111536
321805,0.93899307990782,0.006842777584278759
322305,0.9391646663061015,0.0067829214945033245
322805,0.9400188140303991,0.006954771310713315
323305,0.9410354742439404,0.007187753931876095
323805,0.9413723468995969,0.007185582470753404
324305,0.9415404058673056,0.007244921932417991
324805,0.9418757693922889,0.0073643010235835416
325305,0.9420430740731314,0.007424340476061331
325805,0.9423769295795534,0.007422109229722529
326305,0.9428758291216071,0.007480127231113354
326805,0.9430416268889363,0.007540596722111159
327305,0.9435375148035032,0.00759903958382524
327805,0.943866852863436,0.007473494706285777
328305,0.9441951883806853,0.00747130941907892
328805,0.9446858129410867,0.007406846609574136
329305,0.9446858129410867,0.007406846609574136
329805,0.9446858129410867,0.007406846609574136
330305,0.9453364745976552,0.0074025994884607815
330805,0.9456603046006401,0.007400494728943219
331305,0.9459831346845358,0.0073984024675357585
331805,0.9463049653203841,0.0072748983133861245
332305,0.9467858383349772,0.007211571846385323
332805,0.9471051723995374,0.007209591288891537
333305,0.9472644652226871,0.007148592937278431
333805,0.9475823027402934,0.007266885616180163
334305,0.9475823027402934,0.007266885616180163
334805,0.9480571895602826,0.007324392192995521
335305,0.9482149868751947,0.007384104358226562
335805,0.94837253513972,0.007322415243823155
336305,0.9485298344109836,0.007261003511991326
336805,0.9486868847459982,0.007320450464034733
337305,0.9486868847459982,0.007320450464034733
337805,0.9486868847459982,0.007320450464034733
338305,0.9491565427019967,0.007500187530900981
338805,0.9493125978599055,0.0075605650358236964
339305,0.9494684043649524,0.007621174989785873
339805,0.9500891449817128,0.007617121024418472
340305,0.9510128058485454,0.00773490586810599
340805,0.9516236182354287,0.007981268370019001
341305,0.9528333511644931,0.008355593587773269
341805,0.9531333094660341,0.008482913848912421
342305,0.9534322786581322,0.008611159487363684
342805,0.9537302591691814,0.008478544012890499
343305,0.9538788788027143,0.008542519511058888
343805,0.9540272514258512,0.008606726272627596
344305,0.9540272514258512,0.008606726272627596
344805,0.954618272874127,0.008733606270794558
345305,0.9552053463819667,0.008729194512882454
345805,0.9556430626941943,0.008791847645082895
346305,0.9559336415789823,0.008922216327541754
346805,0.9563676629557663,0.008720539758910517
347305,0.9570861101419459,0.008913435338130604
347805,0.9573717675868314,0.009044605938372419
348305,0.9575142276346437,0.009110537402857277
348805,0.957656441966768,0.009176699572772451
349305,0.9579401336855209,0.00904024136307302
349805,0.9583638296530608,0.009103967541787217
350305,0.9587853168873166,0.009167909444248501
350805,0.9587853168873166,0.009167909444248501
351305,0.9594828909550837,0.009229906158909063
351805,0.9597602051030005,0.00936320695265458
352305,0.9601743395356703,0.009428013458894435
352805,0.9601743395356703,0.009428013458894435
353305,0.9604492051990206,0.0094258386294781
353805,0.9609960007671439,0.00969601290090727
354305,0.9614035301687929,0.009901061694642
354805,0.961808860482543,0.009828007308746223
355305,0.9622119929892499,0.010034352598350615
355805,0.9628789999377358,0.010099070336004434
356305,0.9634082163531281,0.010094608900161672
356805,0.9638025702770117,0.010021050108678597
357305,0.9641947326759486,0.010229220165582698
357805,0.9644549573701855,0.010085873568291492
358305,0.9649724878195963,0.010222659522213018
358805,0.9654861287524892,0.010077386858640236
359305,0.9656139315845387,0.010006235042361089
359805,0.9658688086787331,0.010144602778214606
360305,0.9662493035591007,0.01021203901743406
360805,0.9663756498259819,0.010281785594461024
361305,0.9666276145832189,0.010138408499285712
361805,0.9668786092630528,0.009996112639232058
362305,0.9670037429328154,0.009925369535420114
362805,0.9673776897817423,0.009852971337879435
363305,0.9682417553506203,0.0100553168083235
363805,0.9683642251070563,0.010124494086004576
364305,0.9686084389078252,0.010122567536855365
364805,0.9689729459606131,0.01019004062730211
365305,0.9692147420527999,0.01018813310620259
365805,0.9698150045789098,0.010113162806716036
366305,0.9706452337089051,0.00989766293720118
366805,0.9708802712324182,0.009757766451803818
367305,0.9709974283968407,0.009825878185346526
367805,0.9716953115492084,0.009820855353409375
368305,0.9721557510153387,0.009817579360657414
368805,0.9726123406542944,0.009814361219495193
369305,0.9728391925707343,0.009812773790981777
369805,0.9730650829659926,0.009811200762922745
370305,0.9731776676897308,0.009879452824373969
370805,0.9734021163817199,0.009740095500733403
371305,0.9734021163817199,0.009740095500733403
371805,0.9736256043217102,0.009738574928279675
372305,0.9737369881051038,0.009669315705540305
372805,0.9738481318147916,0.009737068580631725
373305,0.9741801228802247,0.009803550916575032
373805,0.9746194188914191,0.00993868705034151
374305,0.9748376281095081,0.009937196319605768
374805,0.9751631442881625,0.00972832811457458
375305,0.9753789570721223,0.009726920792971105
375805,0.9759142981623412,0.009792052702098819
376305,0.9766537247051379,0.00958242854876823
376805,0.97707099356221,0.009716167185885638
377305,0.9772781942040123,0.009714885832079134
377805,0.9777920161782878,0.010056436420095238
378305,0.9780974447193889,0.010124126550620893
378805,0.9784007259140173,0.01005256248082631
379305,0.9789014251893713,0.01025891426600789
379805,0.9792976945949038,0.010397195611648202
380305,0.9794944000282688,0.01039592632942199
380805,0.9798849536803015,0.010677775032209902
381305,0.9801753698902185,0.010747526610545455
381805,0.980559261134669,0.011033972349194343
382305,0.9807497800364837,0.011032672714738179
382805,0.9811279656779572,0.01132279216701959
383305,0.981409110265234,0.011247325017692322
383805,0.9815953525361447,0.011393284896171418
384305,0.9815953525361447,0.011393284896171418
384805,0.9817806451351804,0.011392001302695798
385305,0.9821483823087016,0.011686673293164973
385805,0.98233082737528,0.01183539765196251
386305,0.9826027162616069,0.01190879874160422
386805,0.9829619157815452,0.01190623235402466
387305,0.9832288272245688,0.012131699280797603
387805,0.9836689425800075,0.012512109259170012
388305,0.9838433314400312,0.012510809453159188
388805,0.9840167736310172,0.012509527085275196
389305,0.9843608189286233,0.01219989707351865
389805,0.9848697925889133,0.012658300349615681
390305,0.9854528427806462,0.012422272233717835
390805,0.9860243224795167,0.012650238729778218
391305,0.9863456909739412,0.012493395042614708
391805,0.9865049600975662,0.012492372152794196
392305,0.9866632860871212,0.012491366428993289
392805,0.9867420954721691,0.012568068858849868
393305,0.9869771095010271,0.012335763525148313
393805,0.9872871628764268,0.012333917740687594
394305,0.9878206895479911,0.012254449707380322
394805,0.9881203837083672,0.012252810766361977
395305,0.9883426841188907,0.012481432045227114
395805,0.9887809358252908,0.012633418646976535
396305,0.9889251392146459,0.012787922935033613
396805,0.9889968884204416,0.012709781794900454
397305,0.9890684026651604,0.012787148867177356
397805,0.9892815358677631,0.012863991013897014
398305,0.9895624254344504,0.013019145501525609
398805,0.9898395585979725,0.013017711371682728
399305,0.9899767169845921,0.013174536488167243
399805,0.9900449442081469,0.01325329960866084
400305,0.9901129368150907,0.013332296485468742
400805,0.9904493813789543,0.013410155588955086
401305,0.9905159667520931,0.013330268133294632
401805,0.9905159667520931,0.013330268133294632
402305,0.9909755006386798,0.01388978552140896
402805,0.9911046869108207,0.013889143820282834
403305,0.991549460483248,0.014131224454339897
403805,0.991549460483248,0.014131224454339897
404305,0.9916744312244657,0.014294602574445592
404805,0.9917984656347416,0.014294019318803586
405305,0.9919215638763015,0.014293455258621579
405805,0.9921044562740411,0.014210575227815658
406305,0.9921649524958245,0.014292384675457015
406805,0.9924045983554506,0.01412753180086912
407305,0.9924045983554506,0.01412753180086912
407805,0.9925230181423884,0.014127080012734883
408305,0.9926405027073248,0.014290473322750907
408805,0.9926988943295159,0.014372522772464924
409305,0.993101091795279,0.014125104331265348
409805,0.9932699575109503,0.014043090554493487
410305,0.99343672116899,0.014287863871352835
410805,0.9935467293729194,0.014452224514079348
411305,0.9936013832583082,0.014369632054130888
411805,0.9938176644369765,0.014534198929166964
412305,0.9939774247316197,0.014451172317454297
412805,0.9941350850414459,0.01469951398111391
413305,0.9941871718947033,0.014782767005357744
413805,0.9943931868420699,0.015118143002931017
414305,0.9944947950704545,0.015117952998584538
414805,0.9946454587282652,0.015033424007692364
415305,0.9949404923860689,0.014698410774340531
415805,0.995036972620025,0.01486520921799328
416305,0.9951325209044186,0.01486516699658369
416805,0.9953673151467719,0.015117145294864964
417305,0.9954596025760818,0.015286332529796498
417805,0.9955509586040968,0.015456469716230492
418305,0.9957308769287829,0.015627596398525734
418805,0.9958633716158607,0.015886026710016266
419305,0.996036773191054,0.016059590119926415
419805,0.9963724093754942,0.016409709656213245
420305,0.9965746235210604,0.01667482209927751
420805,0.9966931620319993,0.016763835025821905
421305,0.99677102542964,0.016764079325384706
421805,0.9968860773632815,0.01703192831048439
422305,0.9971099070637143,0.016854349830837556
422805,0.99721868548119,0.01676600915770532
423305,0.9972544803756631,0.01667755297913054
423805,0.9973253733670284,0.01667796623628348
424305,0.9974643724782077,0.017034858387787066
424805,0.9974985417232889,0.017124682037336747
425305,0.9975324787774469,0.01703532557117793
425805,0.9976986815649482,0.01694724499006628
426305,0.9977312257008414,0.016858408716815543
426805,0.9977635377208625,0.016769818194333874
427305,0.9978274654548883,0.016770393535039396
427805,0.9979216164449013,0.01668267258746181
428305,0.9979832234822523,0.016860788983153796
428805,0.9980136789440268,0.016772251746509426
429305,0.998073893802847,0.01695086822164793
429805,0.9981331806399114,0.01713044956601162
430305,0.9982489705531832,0.017492509751267038
430805,0.9982489705531832,0.017492509751267038
431305,0.9983610492806043,0.017313223744348183
